benchmark,algorithm,source_run,point,makespan,latency,cost,energy
Epigenomics_24,NSGA-III,1,33,379780.38632933004,1193401.0112088704,234886.90091846156,896432698.8469232
Epigenomics_24,NSGA-III,1,34,381525.57478175784,1154513.4840353937,294991.6816876923,995270312.8853846
Epigenomics_24,NSGA-III,1,35,383283.0007419292,1187762.8119766107,243021.62384153844,939523494.7230769
Epigenomics_24,NSGA-III,1,36,385208.64644941414,1141034.8728015686,315110.0857646154,907405388.5692308
Epigenomics_24,NSGA-III,1,37,391008.8209798228,1237783.5163566044,164868.82864615385,872902837.6623076
Epigenomics_24,NSGA-III,1,38,391098.0623789664,1310395.6826203126,302272.8890307693,809345893.4315383
Epigenomics_24,NSGA-III,1,39,391581.1086186689,1093044.0842910036,386091.0769184616,769579675.876923
Epigenomics_24,NSGA-III,1,40,394298.88761077233,1060154.4295277914,437101.17514923075,886226319.8084615
Epigenomics_24,NSGA-III,1,41,394406.7741379899,1078965.6915457363,411449.96384153847,1024711059.7230769
Epigenomics_24,NSGA-III,1,42,394484.564232446,1213089.9039440595,202492.69114923076,850226024.3384615
Epigenomics_24,NSGA-III,1,43,415110.0534748799,1324635.9588802406,33852.074380000005,933159793.27
Epigenomics_24,NSGA-III,1,44,415621.44928898447,1276611.435753636,107378.38438,898804318.27
Epigenomics_24,NSGA-III,1,45,415974.34336613584,1214415.3793788971,201112.09230307693,851629231.6461538
Epigenomics_24,NSGA-III,1,46,416337.64280747605,1236273.2341548197,171449.5871076923,1009038847.0853847
Epigenomics_24,NSGA-III,1,47,416426.88420661964,1237281.8402593208,171314.4348,1009101362.47
Epigenomics_24,NSGA-III,1,48,416435.0379190415,1159901.4852970794,285085.5126523077,813242791.4846154
Epigenomics_24,NSGA-III,1,49,416493.91583431204,1398355.3895861178,168944.15268769232,865142797.4153847
Epigenomics_24,NSGA-III,1,50,416523.33964589256,1100931.6893463552,378332.78014923073,1040252589.8084615
Epigenomics_24,NSGA-III,1,51,416523.33964589256,1326105.273206833,31916.744380000004,929593003.2700001
Epigenomics_24,NSGA-III,1,52,416918.7647940416,1236560.9962791377,168991.53653384617,865713627.6076924
Epigenomics_24,NSGA-III,1,53,416918.7647940416,1278701.4787226412,105433.55880615384,895006796.2923077
Epigenomics_24,NSGA-III,1,54,418112.47726684203,1260762.6520064273,135004.30864615383,991033710.1623076
Epigenomics_24,NSGA-III,1,55,418286.37804415874,1118897.0543842579,345088.22038,784452160.3000001
Epigenomics_24,NSGA-III,1,56,418622.3017997777,1261681.8568551592,134763.43922615383,990861540.4923077
Epigenomics_24,NSGA-III,1,57,438923.0731744863,1340650.5017722775,222967.00842153846,840256558.0230769
Epigenomics_24,NSGA-III,1,58,438994.94727110886,1222009.7924948197,402769.0778769231,757139801.1238462
Epigenomics_24,NSGA-III,1,59,458194.51637865085,1184708.3465192849,492240.5834569231,721439028.9538461
Epigenomics_24,NSGA-III,1,60,459494.9962324971,1186009.7982831309,490150.67961076926,716987533.7615384
Epigenomics_24,NSGA-III,1,61,460525.78694287874,1315986.6222838012,262934.03880615387,821383713.7923077
Epigenomics_24,NSGA-III,1,62,506268.0344996455,1510719.158412566,352013.4097646154,780628759.0392307
Epigenomics_24,NSGA-III,1,63,507942.5900766737,1413356.4455603876,423986.5974923077,747451617.8546153
Epigenomics_24,NSGA-III,1,64,508004.31229107577,1478134.6921369922,164610.04864615382,873022537.6623076
Epigenomics_24,NSGA-III,1,65,511543.1464119201,1482419.716205535,158757.68903076922,870189335.9315385
Epigenomics_24,NSGA-III,1,66,529765.3449132543,1272531.9383617064,391860.4314984615,764219211.6769232
Epigenomics_24,NSGA-III,1,67,529907.7895593841,1273374.241077422,391382.4841907692,763760042.0615386
Epigenomics_24,NSGA-III,1,68,530374.6995923077,1449365.383136379,406874.2314984615,756046379.1769232
Epigenomics_24,NSGA-III,1,69,533400.1657464213,1503874.7353226864,125911.59076461538,885377978.5692308
Epigenomics_24,NSGA-III,1,70,597709.9109229658,1445183.81310384,126693.9772676923,885799083.2153846
Epigenomics_24,NSGA-III,1,71,604481.3437552825,1551177.3817973167,225023.0407646154,839349503.5692308
Epigenomics_24,NSGA-III,1,72,605822.522731334,1698285.3846329893,65598.85287692308,914388296.1238462
Epigenomics_24,NSGA-III,1,73,623333.6113751985,1568241.0356457243,370255.0069184615,772634343.3769232
Epigenomics_24,NSGA-III,1,74,623638.1912898138,1568869.704669324,370088.11496,772292443.6
Epigenomics_24,NSGA-III,1,75,628127.8242057061,1573433.5759077796,189523.35307230768,856084610.6846154
Epigenomics_24,NSGA-III,1,76,687686.4163347535,1614383.578136773,253281.93191846155,826809933.3769231
Epigenomics_24,NSGA-III,1,77,687766.1965620042,1500292.7793740418,179365.11053384616,861494115.5776924
Epigenomics_24,NSGA-III,1,78,687873.2040804657,1500521.4182248109,179106.36053384616,860942978.0776924
Epigenomics_24,NSGA-III,1,79,776925.9308404085,1862092.5877808293,138483.20672307693,880095533.8161538
Epigenomics_24,NSGA-III,1,80,777076.6815086087,1862363.359607437,138381.15653384617,879859152.6076922
Epigenomics_24,NSGA-II,5,1,277663.34171369893,908536.1670364302,673870.3723384615,1108485675.0769231
Epigenomics_24,NSGA-II,5,2,279613.3963132843,885348.93340439,711629.1184215384,1196009233.023077
Epigenomics_24,NSGA-II,5,3,279946.53348113585,886645.330741256,711188.228036923,1195725419.7538462
Epigenomics_24,NSGA-II,5,4,280221.35334201326,911286.6870468871,669135.8728415384,1105754622.6930768
Epigenomics_24,NSGA-II,5,5,280378.4283932663,916267.4125840475,662225.7234923076,1091306267.3846154
Epigenomics_24,NSGA-II,5,6,298044.653175625,923085.0115718059,649764.1250307692,1062539852.9615384
Epigenomics_24,NSGA-II,5,7,301187.4683042849,966826.2516158985,587927.8103799999,1125681220.3
Epigenomics_24,NSGA-II,5,8,303599.86944555293,908457.0845271904,675903.6942261538,1211919922.9923077
Epigenomics_24,NSGA-II,5,9,306034.40781733475,903418.851639928,683535.5298,1127843379.97
Epigenomics_24,NSGA-II,5,10,306069.29572256614,933244.4353326983,634253.2273384616,1023467602.5769233
Epigenomics_24,NSGA-II,5,11,307370.9802911268,1057134.4935657182,440000.8407292308,802150750.1384616
Epigenomics_24,NSGA-II,5,12,312693.12796748197,992040.7614439813,548570.9405338462,1223857538.0776923
Epigenomics_24,NSGA-II,5,13,319424.06524897844,946030.0491749849,616167.5613030768,1080740074.6161537
Epigenomics_24,NSGA-II,5,14,322976.04313027044,986492.7155280287,555531.4273384614,1141249207.5769231
Epigenomics_24,NSGA-II,5,15,323893.01325301983,973358.4500038251,573651.6221076923,1094083244.5853846
Epigenomics_24,NSGA-II,5,16,324069.440049955,1074337.6301095583,412909.5997646154,752170601.5392307
Epigenomics_24,NSGA-II,5,17,326062.28834344354,1119935.3136554118,344967.8880723077,788741413.1846153
Epigenomics_24,NSGA-II,5,18,328913.1833412981,998188.1049178937,536282.0973030769,1039839166.6461538
Epigenomics_24,NSGA-II,5,19,329354.2680157242,1016375.1886497175,507959.17264615383,980456575.6323076
Epigenomics_24,NSGA-II,5,20,343366.35918410163,1039602.4825438132,470492.05322615383,920854705.9623077
Epigenomics_24,NSGA-II,5,21,345394.53114989784,950212.4556875931,609437.8366876922,1065328787.8853846
Epigenomics_24,NSGA-II,5,22,360751.7426373258,1099243.3151520493,379288.1531076923,951383111.6153846
Epigenomics_24,NSGA-II,5,23,378123.11377340154,980996.9220609406,567341.8314984615,1158237074.176923
Epigenomics_24,NSGA-II,5,24,378171.7306844382,1009046.0066696695,519141.8046461538,1054809124.6923077
Epigenomics_24,NSGA-II,5,25,385048.6778776714,1161656.4137953005,281344.31938,812825765.77
Epigenomics_24,NSGA-II,5,26,391921.12533674587,1022794.3964719772,497131.61233846156,1007927415.076923
Epigenomics_24,NSGA-II,5,27,393784.300059958,1153278.919163074,297209.4511846154,969830082.7692307
Epigenomics_24,NSGA-II,5,28,394998.7003075061,1170380.0033241194,271676.57822615386,945608463.4623076
Epigenomics_24,NSGA-II,5,29,414816.7130045914,1146752.3733412498,307612.7961492308,915483359.3384615
Epigenomics_24,NSGA-II,5,30,415012.177971196,1182590.8073202705,255176.5680723077,994235803.1846155
Epigenomics_24,NSGA-II,5,31,418503.61608304095,1280619.6137915114,102013.14156923076,895661441.0384616
Epigenomics_24,NSGA-II,5,32,436757.54348130117,1188689.9756764302,487612.39899538463,718105987.5007693
Epigenomics_24,NSGA-II,5,33,437032.0420652855,1189163.6460266584,487453.3711846154,717605645.2692307
Epigenomics_24,NSGA-II,5,34,437261.5443797386,1189822.512327644,487222.6395753846,717884227.8307692
Epigenomics_24,NSGA-II,5,35,458292.43138,1240603.2870548856,408856.5682615385,759631809.3930768
Epigenomics_24,NSGA-II,5,36,458419.46151353064,1384566.952209204,189955.34072923075,856728370.1384616
Epigenomics_24,NSGA-II,5,37,458852.8850613282,1210425.3800459283,454327.6707292308,733547327.6384615
Epigenomics_24,NSGA-II,5,38,459073.3041931281,1210221.9599123376,454658.88538000005,734192380.3000001
Epigenomics_24,NSGA-II,5,39,461863.4846147897,1301230.3516029266,317823.89118461544,796494447.7692307
Epigenomics_24,NSGA-II,5,40,461863.4846147897,1356504.962091379,234102.7988769231,835220063.153846
Epigenomics_24,NSGA-II,5,41,462918.5648633474,1248697.2185736687,403345.65999538463,757076367.0307692
Epigenomics_24,NSGA-II,5,42,464136.58284753317,1393490.6125650692,392341.98018461536,762352838.2392308
Epigenomics_24,NSGA-II,5,43,483145.6736215445,1264937.0070553846,370949.2769538462,772644354.3076924
Epigenomics_24,NSGA-II,5,44,487515.0419197567,1414398.7637183806,357287.2884923077,778630832.3846153
Epigenomics_24,NSGA-II,5,45,503696.39254180295,1301246.4186845163,349407.2854153846,786643973.7307693
Epigenomics_24,NSGA-II,5,46,506614.86237950425,1304153.3303592096,344905.0308,784083697.0
Epigenomics_24,NSGA-II,5,47,511460.1963709826,1498375.1806856492,138822.8026876923,879693007.4153845
Epigenomics_24,NSGA-II,5,48,531521.2640838252,1337163.6282739877,293342.22457538464,808576440.3307693
Epigenomics_24,NSGA-II,5,49,532536.0981334345,1438564.179369991,424416.0507230769,747103999.2861537
Epigenomics_24,NSGA-II,5,50,533235.2338916557,1440942.310600018,423542.55572923075,747273812.6384615
Epigenomics_24,NSGA-II,5,51,554869.1000066136,1642959.2586471874,232610.43342153847,836246000.5230768
Epigenomics_24,NSGA-II,5,52,557275.0628583235,1501594.2590053398,90510.90688307691,963411979.9461539
Epigenomics_24,NSGA-II,5,53,576176.6540278395,1546298.678265778,222892.3395692308,840373209.4784614
Epigenomics_24,NSGA-II,5,54,594220.1063297987,1497343.9031098078,97342.74595384617,904481082.2776924
Epigenomics_24,NSGA-II,5,55,595781.1612777766,1429553.481238582,201536.28457538463,851392635.3307693
Epigenomics_24,NSGA-II,5,56,597215.4649801773,1540423.9267236209,28174.914764615387,930991759.0392308
Epigenomics_24,NSGA-II,5,57,606069.7452786837,1755570.628454252,65420.81303076923,914221613.9015384
Epigenomics_24,NSGA-II,5,58,606441.5543353574,1756612.188411265,64547.31803692308,914391427.253846
Epigenomics_24,NSGA-II,5,59,626599.6664147895,1553139.7493404269,392909.1534923077,762134912.3846153
Epigenomics_24,NSGA-II,5,60,627085.0202384643,1675746.0282755948,487025.6461846154,718314125.2692307
Epigenomics_24,NSGA-II,5,61,629892.1581610065,1484759.5703503215,112755.02880615384,892123218.7923076
Epigenomics_24,NSGA-II,5,62,634187.0884110215,1714836.6211079387,127213.41826153846,884271459.3930769
Epigenomics_24,NSGA-II,5,63,650375.5293893659,1576827.6588316679,356616.2358,779019306.9999999
Epigenomics_24,NSGA-II,5,64,654546.7745036146,1412126.764594453,265546.96922615386,825883147.9923078
Epigenomics_24,NSGA-II,5,65,666578.5431720371,1594920.80840582,286114.1557646154,811982191.0692307
Epigenomics_24,NSGA-II,5,66,686852.4167528605,1499722.4445513915,179428.27553384617,864610365.5776924
Epigenomics_24,NSGA-II,5,67,692821.125795069,1661299.3698596065,296373.63919076923,807504047.0615385
Epigenomics_24,NSGA-II,5,68,753255.0105810636,2148771.765654901,67724.26056923077,912695316.5084615
Epigenomics_24,NSGA-II,5,69,754816.7796910035,1784712.7908270971,254786.51938,826084363.2699999
Epigenomics_24,NSGA-II,5,70,754816.7796910035,1784713.2600870973,254626.42322615383,825743358.4623076
Epigenomics_24,NSGA-II,5,71,777056.7672872295,2172124.176204582,32006.61364615384,930001042.6623077
Epigenomics_24,NSGA-II,5,72,778434.1849297475,1864720.9813437948,135310.78841538462,881844742.1707692
Epigenomics_24,NSGA-II,5,73,778917.9118047475,1808846.2845026683,218371.6834153846,842882909.6707692
Epigenomics_24,NSGA-II,5,74,787947.7491798647,1854426.8474240291,149109.1196107692,875117196.2615384
Epigenomics_24,NSGA-II,5,75,788545.3087260185,1856596.7617607273,148262.91111384614,874573050.9076922
Epigenomics_24,NSGA-II,5,76,813567.3215750749,1963819.0685114963,67311.1672676923,912694795.7153846
Epigenomics_24,NSGA-II,5,77,837281.5749835426,1988078.827315817,31593.520344615383,930000521.8692307
Epigenomics_24,NSGA-II,5,78,1084194.6348285547,2546198.714512755,112421.38495384615,892187355.2476923
Epigenomics_24,NSGA-II,5,79,1084194.6348285547,2546694.9235571995,112138.25995384615,892212420.2476923
Epigenomics_24,MOEA/D,3,1,322056.390940607,1023232.0807427376,490329.9581076923,716333846.6153845
Epigenomics_24,MOEA/D,3,2,323939.5703533894,1074663.076946202,413313.2623384616,752023372.576923
Epigenomics_24,MOEA/D,3,3,329350.5353457422,1171990.9316465715,266769.10772307694,820656178.3461539
Epigenomics_24,MOEA/D,3,4,385986.2106344862,1113829.362700054,363089.3523030769,958263009.1461539
Epigenomics_24,MOEA/D,3,5,394989.0799277945,1139560.3914238191,316931.7080369231,796419382.253846
Epigenomics_24,MOEA/D,3,6,395042.7817664905,1194961.2719335998,232776.55691846152,835437310.8769231
Epigenomics_24,MOEA/D,3,7,415672.8175039063,1214040.803530478,201553.8976876923,854523224.9153847
Epigenomics_24,MOEA/D,3,8,436444.1945707693,1163311.290831806,490329.09272307693,716332003.3461537
Epigenomics_24,MOEA/D,3,9,436559.58700384625,1163064.4186178125,490281.69018461544,716581425.7392308
Epigenomics_24,MOEA/D,3,10,436708.68358641234,1163944.1215878516,489981.6604153846,716273738.7307692
Epigenomics_24,MOEA/D,3,11,436777.3382425662,1164261.8103222053,490024.0919538462,716254111.8076923
Epigenomics_24,MOEA/D,3,12,436777.3382425662,1164261.8103222053,490116.81272307696,716211223.3461537
Epigenomics_24,MOEA/D,3,13,436789.5891671816,1164313.0645993177,489720.02233846154,716082457.576923
Epigenomics_24,MOEA/D,3,14,436820.78891846165,1164280.4375839995,490195.12772307696,716174998.3461537
Epigenomics_24,MOEA/D,3,15,436985.84980581445,1165380.2898455497,489328.8919184616,716261133.3769231
Epigenomics_24,MOEA/D,3,16,437325.9398362171,1165989.7039872597,489461.16272307694,716199950.8461537
Epigenomics_24,MOEA/D,3,17,438681.0478428968,1167305.2891878756,486875.78188307694,717810889.9461539
Epigenomics_24,MOEA/D,3,18,485290.3466388613,1186474.2741846903,488877.5984569231,716469881.4538462
Epigenomics_24,MOEA/D,3,19,485469.18309790274,1187326.1236566768,489012.75076461537,716407366.0692308
Epigenomics_24,MOEA/D,3,20,485469.18309790274,1188025.0125814092,488927.3641907692,716446862.0615385
Epigenomics_24,MOEA/D,3,21,486733.9961365145,1188369.5236559042,486799.76268769236,717430994.9153847
Epigenomics_24,MOEA/D,3,22,487082.8727581221,1188582.1363961957,486300.0134569231,717662156.4538461
Epigenomics_24,MOEA/D,3,23,487082.8727581221,1188582.138304907,486164.86114923074,717724671.8384615
Epigenomics_24,MOEA/D,3,24,504269.12677572423,1475441.4145474732,127330.96426153847,888664716.4230769
Epigenomics_24,MOEA/D,3,25,571316.3776135998,1445717.2609016947,173185.57772307692,972825343.3461539
Epigenomics_24,QL-NSGA-III,3,1,262061.9541459916,863785.5664852584,746335.4272676923,1262455293.2153845
Epigenomics_24,QL-NSGA-III,3,2,262515.4791565655,864608.0705302163,746620.2564984615,1261957844.176923
Epigenomics_24,QL-NSGA-III,3,3,278434.3759349429,909304.5974131608,671996.553876923,1104316530.6538463
Epigenomics_24,QL-NSGA-III,3,4,281044.4575612891,913043.0910861688,668687.443456923,1105890701.4538462
Epigenomics_24,QL-NSGA-III,3,5,298174.4795240115,1034129.2625504327,480131.0107646153,1052091886.0692307
Epigenomics_24,QL-NSGA-III,3,6,308959.9563097957,1101005.8305322055,374521.0484569231,832841253.9538462
Epigenomics_24,QL-NSGA-III,3,7,309065.2525460818,1102531.392101782,373235.1109184616,832666978.8469231
Epigenomics_24,QL-NSGA-III,3,8,309109.42125294474,1062921.5874621244,436328.3295753846,966337777.8307693
Epigenomics_24,QL-NSGA-III,3,9,309507.5010750481,1010876.0656949189,510781.01614923077,769231536.8384616
Epigenomics_24,QL-NSGA-III,3,10,309669.00657278544,1061798.180745685,437017.60322615376,802849068.4623077
Epigenomics_24,QL-NSGA-III,3,11,310118.0414582122,941858.0436082602,622168.8665338461,1006806132.6076924
Epigenomics_24,QL-NSGA-III,3,12,320515.5626088462,960277.6509898887,590417.1059538461,928714797.2776922
Epigenomics_24,QL-NSGA-III,3,13,321767.9888123077,1079252.872000586,408745.3069184615,898600750.876923
Epigenomics_24,QL-NSGA-III,3,14,321942.1210292759,1072152.3468338223,416574.08349230775,751034222.3846153
Epigenomics_24,QL-NSGA-III,3,15,322380.2108061118,1027098.4791776622,489610.01419076923,879996932.0615383
Epigenomics_24,QL-NSGA-III,3,16,322525.6748829147,990564.7758870462,545012.8669184615,835115853.376923
Epigenomics_24,QL-NSGA-III,3,17,323929.05741069716,1117395.1969663973,349433.22630307695,781968964.6161538
Epigenomics_24,QL-NSGA-III,3,18,324719.59584119293,997349.5643701563,535897.1318830769,822253527.4461538
Epigenomics_24,QL-NSGA-III,3,19,326468.6371778125,1043600.3222889723,466733.5954153846,1076663213.7307694
Epigenomics_24,QL-NSGA-III,3,20,326500.2923213672,1043671.369964988,466448.7661846154,1077160662.7692308
Epigenomics_24,QL-NSGA-III,3,21,326947.3816853486,1168875.3981863703,269771.65691846155,819638418.376923
Epigenomics_24,QL-NSGA-III,3,22,327313.29427637625,1130891.3416160876,331272.5854153846,953579078.7307693
Epigenomics_24,QL-NSGA-III,3,23,328803.69650770136,972520.7276608201,578450.7238415384,1129889897.223077
Epigenomics_24,QL-NSGA-III,3,24,330794.5786003696,1045862.0916341377,465901.9031076923,890190109.1153846
Epigenomics_24,QL-NSGA-III,3,25,344281.7933008144,1112507.111056406,355862.7432261539,841279698.4623077
Epigenomics_24,QL-NSGA-III,3,26,345868.37838207337,1070503.707373837,423323.14922615385,992368612.9923077
Epigenomics_24,QL-NSGA-III,3,27,345913.36689149647,1114868.952621148,353140.6159184616,842374603.8469231
Epigenomics_24,QL-NSGA-III,3,28,345920.43934867193,1071258.2588845883,423132.9665338461,992591645.1076922
Epigenomics_24,QL-NSGA-III,3,29,346017.22457769833,1047696.4965246215,454991.0021076923,734115487.0853846
Epigenomics_24,QL-NSGA-III,3,30,346030.639365622,1044875.1858923888,465017.11576461536,917645903.5692308
Epigenomics_24,QL-NSGA-III,3,31,346096.4046782752,1096760.9359333443,379234.9057646154,767602966.0692308
Epigenomics_24,QL-NSGA-III,3,32,346181.96751227765,1050900.2998384372,453589.82880615385,896658251.2923076
Epigenomics_24,QL-NSGA-III,3,33,346327.4315890806,1014366.5965478214,508992.68153384613,851777172.6076922
Epigenomics_24,QL-NSGA-III,3,34,348064.3859810156,1018933.3021450932,499969.6672676923,838871958.2153847
Epigenomics_24,QL-NSGA-III,3,35,350830.37285421876,1195390.480388696,232692.2161846154,836266055.2692308
Epigenomics_24,QL-NSGA-III,3,36,351099.27345056797,1193754.6165478367,233613.90964615386,835945617.1923077
Epigenomics_24,QL-NSGA-III,3,37,353105.76413800486,1153799.2191770524,293578.48576461535,807701206.0692308
Epigenomics_24,QL-NSGA-III,3,38,353105.76413800486,1153811.6446670522,293508.73576461535,807552638.5692308
Epigenomics_24,QL-NSGA-III,3,39,357718.21712923987,1108699.6298967309,365342.71922615386,889294762.9923075
Epigenomics_24,QL-NSGA-III,3,40,377267.5686293931,1237971.5884234859,166392.3099953846,929555134.5307692
Epigenomics_24,QL-NSGA-III,3,41,378041.195890583,1177006.8028764604,260678.2354153846,885894241.2307693
Epigenomics_24,QL-NSGA-III,3,42,379156.02762542974,1136398.4711687951,323352.6694153846,1000065701.7007692
Epigenomics_24,QL-NSGA-III,3,43,382917.74554021336,1207564.2766314363,211761.70691846157,845278090.8769231
Epigenomics_24,QL-NSGA-III,3,44,392638.59037315217,1023222.6407035666,496034.3105338462,1004595353.0776923
Epigenomics_24,QL-NSGA-III,3,45,393923.04353298986,1186177.2110491735,243743.27499538462,831154332.0307692
Epigenomics_24,QL-NSGA-III,3,46,394835.2626195313,1096415.2796146185,380869.2001846154,767616105.7392308
Epigenomics_24,QL-NSGA-III,3,47,395318.98949453136,1096899.4275521184,380119.6951846154,767189663.2392308
Epigenomics_24,QL-NSGA-III,3,48,414356.64352385217,1210851.6254769412,454409.31572923076,733709687.6384616
Epigenomics_24,QL-NSGA-III,3,49,414821.52362868097,1152346.001409856,296939.2380723077,919890988.1846154
Epigenomics_24,QL-NSGA-III,3,50,415890.2066270914,1173375.0898153696,266306.8230723077,964486393.1846154
Epigenomics_24,QL-NSGA-III,3,51,415933.1901047837,1397718.9456905772,169874.44461076922,865977403.7615385
Epigenomics_24,QL-NSGA-III,3,52,416216.77239808295,1278131.6358944443,106042.89999538462,895660954.5307692
Epigenomics_24,QL-NSGA-III,3,53,416926.3536029718,1091629.918244273,389876.18591846153,872801308.8469231
Epigenomics_24,QL-NSGA-III,3,54,417275.9872084706,1093568.3737477916,389634.3696461539,872498104.6923077
Epigenomics_24,QL-NSGA-III,3,55,418019.82777249406,1119238.9626251473,345188.6863384615,784311010.5469232
Epigenomics_24,QL-NSGA-III,3,56,418565.38332679094,1329200.4798268059,29214.319800000005,931349169.97
Epigenomics_24,QL-NSGA-III,3,57,418580.3397529688,1204659.9251043843,218033.0174569231,952332659.4238462
Epigenomics_24,QL-NSGA-III,3,58,418724.0227602735,1207286.2983359343,217464.98014923075,952472012.3084615
Epigenomics_24,QL-NSGA-III,3,59,435232.8697573078,1216819.9658927042,408882.54710769234,759656587.0853846
Epigenomics_24,QL-NSGA-III,3,60,438104.9895265746,1270531.6480493208,329023.6228415385,791291967.693077
Epigenomics_24,QL-NSGA-III,3,61,438223.09345891536,1220191.0504865923,403448.9104153846,756351053.7307692
Epigenomics_24,QL-NSGA-III,3,62,438488.34882009326,1329226.9231429119,486838.68595384614,718130479.7776922
Epigenomics_24,QL-NSGA-III,3,63,461329.432765574,1217379.286352479,407454.6117230769,756018878.8161538
Epigenomics_24,QL-NSGA-III,3,64,480849.75573738286,1368671.003296926,246267.28403076925,829621138.4315383
Epigenomics_24,QL-NSGA-III,3,65,485329.04795020743,1186818.5256895702,490332.80233846157,716750730.076923
Epigenomics_24,QL-NSGA-III,3,66,487664.9960356582,1293777.3957315716,292971.00272307696,807089713.3461537
Epigenomics_24,QL-NSGA-III,3,67,505516.55219719355,1476837.788099387,127371.10195384616,884935306.8076923
Epigenomics_24,QL-NSGA-III,3,68,506233.1269641617,1256909.4866492308,416002.4211492308,751366851.8384615
Epigenomics_24,QL-NSGA-III,3,69,506833.4041438672,1541600.6531508716,29212.491184615385,930024522.7692308
Epigenomics_24,QL-NSGA-III,3,70,532147.8139114815,1421718.7186664243,377148.14233846153,769516785.0769231
Epigenomics_24,QL-NSGA-III,3,71,532185.1829907122,1421849.065068062,376991.07538,768927587.8
Epigenomics_24,QL-NSGA-III,3,72,599149.9190712802,1520888.901782386,311663.16768769233,799276814.9153845
Epigenomics_24,QL-NSGA-III,3,73,623119.3715857153,1477699.178201932,168995.8238769231,865072230.6538461
Epigenomics_24,QL-NSGA-III,3,74,626751.0776139454,1494700.1141069473,97121.04041538463,903523328.7307693
Epigenomics_24,QL-NSGA-III,3,75,628295.4294219711,1378959.83485704,273267.90076461545,816618541.0692308
Epigenomics_24,QL-NSGA-III,3,76,657303.8833593117,1455756.9822053846,197742.3011076923,852569620.0553846
Epigenomics_24,QL-NSGA-III,3,77,670768.6799484615,1511826.4874093542,490365.13080000004,716015594.4999999
Epigenomics_24,QL-NSGA-III,3,78,696270.8828412951,1592699.3027974942,367870.70591846155,772901263.8469231
Epigenomics_24,QL-NSGA-III,3,79,696350.7810486929,1592927.3170613071,367563.4701492308,773043377.3084614
Epigenomics_24,OVEA-style,1,1,389435.6604338943,1185683.735156271,491640.06538000004,720422717.7999998
Epigenomics_24,OVEA-style,1,2,390250.4533917819,1186933.3471809013,490444.1465338462,716462307.6076922
Epigenomics_24,OVEA-style,1,3,390458.5708945223,1186004.08707512,490384.54691846156,717142750.876923
Epigenomics_24,OVEA-style,1,4,392755.1566668661,1188310.6100351322,487902.4395692308,718556049.4784615
Epigenomics_24,OVEA-style,1,5,414098.2273669291,1210007.3879334375,454473.8373030769,733475679.1461539
Epigenomics_24,OVEA-style,1,6,416084.53914124705,1325808.8152957754,31799.686918461535,929615290.8769231
Epigenomics_24,OVEA-style,1,7,416084.53914124705,1326506.796374294,32041.96576461538,929503223.5692308
Epigenomics_24,OVEA-style,1,8,416095.56780042674,1325807.7947903455,31884.79114923077,929632911.8384615
Epigenomics_24,OVEA-style,1,9,416095.56780042674,1325807.8299803457,31801.861918461538,929616528.3769231
Epigenomics_24,OVEA-style,1,10,416227.80105726264,1326393.881628657,31709.511533846155,929576682.6076922
Epigenomics_24,OVEA-style,1,11,417876.2042920253,1327673.3102689786,29573.88710769231,931452974.5853846
Epigenomics_24,OVEA-style,1,12,417876.2042920253,1327931.984616322,29115.804415384613,931506019.2007692
Epigenomics_24,OVEA-style,1,13,417876.2042920253,1327969.1364983595,29196.519995384617,930870552.0307692
Epigenomics_24,OVEA-style,1,14,417876.2042920253,1328435.0635390175,28779.97576461538,931012073.5692308
Epigenomics_24,OVEA-style,1,15,417887.232951205,1327505.7537521336,29328.931918461538,931226605.8769231
Epigenomics_24,OVEA-style,1,16,417887.232951205,1327622.9659901082,28785.49922615385,930697215.4923077
Epigenomics_24,OVEA-style,1,17,417887.232951205,1328023.1912579236,28782.150764615384,931013311.0692308
Epigenomics_24,OVEA-style,1,18,418305.6230094082,1328141.9156287622,28637.80841538462,930908219.6707693
Epigenomics_24,OVEA-style,1,19,418477.66350298986,1328358.490951881,28265.58191846154,930530275.8769231
Epigenomics_24,OVEA-style,1,20,460434.09381439013,1189017.583465069,489966.7488,717599397.94
Epigenomics_24,QMOEA/D-AWA-style,4,1,327121.51390231674,1081627.7279216107,405754.47688307695,754918902.4461538
Epigenomics_24,QMOEA/D-AWA-style,4,2,480823.1166848318,1208683.93422186,490003.86733846157,715948920.076923
Epigenomics_24,QMOEA/D-AWA-style,4,3,480823.1166848318,1208785.0091580139,489786.9957292308,716049235.1384615
Epigenomics_24,QMOEA/D-AWA-style,4,4,480823.1166848318,1208936.274747638,489856.66691846156,716017008.376923
Epigenomics_24,QMOEA/D-AWA-style,4,5,480823.1166848318,1209469.4445754206,489475.5691907693,716193287.0615383
Epigenomics_24,QMOEA/D-AWA-style,4,6,480823.1166848318,1209785.2938339002,490055.99038000003,715924810.2999998
Epigenomics_24,QMOEA/D-AWA-style,4,7,480823.1166848318,1209785.2983091346,489970.6038061539,715964306.2923077
Epigenomics_24,QMOEA/D-AWA-style,4,8,480823.1166848318,1210811.9503273736,489659.17726769234,716108358.2153846
Epigenomics_24,QMOEA/D-AWA-style,4,9,480834.5043894021,1208274.0742960966,489858.84191846155,716018245.876923
